c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
310776566;0;1416;29;3557;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;586
310776567;0;500;3;89;Ширпотреб;"Немного поношенное";47;Обыч.;"G3SG1 | Полярный камуфляж (Немного поношенное)";D2D2D2;184
310776570;0;123;89;1666;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Северный лес (После полевых испытаний)";D2D2D2;610
310776571;0;7115;8;3;"Промышленное качество";"Прямо с завода";17;Обыч.;"AUG | Осужденный (Прямо с завода)";D2D2D2;1037
310776573;0;100;39;294;Ширпотреб;"После полевых испытаний";3;Обыч.;"MP9 | Песчаная штриховка (После полевых испытаний)";D2D2D2;570
310776577;0;196;5;29;Ширпотреб;"После полевых испытаний";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (После полевы";D2D2D2;423
310776577;302028390;100;37;341;Ширпотреб;"После полевых испытаний";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;800
310776579;188530139;3598;6;171;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A4 | Тусклые полосы (После полевых испытаний)";D2D2D2;643
310776580;0;115;14;78;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Тропическая штриховка (После полевых испыт";D2D2D2;496
310776580;302028390;100;19;641;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Тропическая штриховка (После полевых испытаний)";D2D2D2;570
310776584;0;490;33;116;"Промышленное качество";"После полевых испытаний";17;Обыч.;"Galil AR | Смешанный камуфляж (После полевых испыт";D2D2D2;449
310776584;302028390;489;48;199;"Промышленное качество";"После полевых испытаний";17;Обыч.;"Galil AR | Смешанный камуфляж (После полевых испытаний)";D2D2D2;384
310776586;0;895;13;213;"Промышленное качество";"После полевых испытаний";49;Обыч.;"XM1014 | Вороненая сталь (После полевых испытаний)";D2D2D2;220
310776589;188530139;4500;2;189;"Армейское качество";"Немного поношенное";17;Обыч.;"FAMAS | Смертенок (Немного поношенное)";D2D2D2;609
310776590;0;167;27;1348;Ширпотреб;"После полевых испытаний";17;Обыч.;"AUG | Наемник (После полевых испытаний)";D2D2D2;413
310776593;0;318;12;76;"Промышленное качество";"Прямо с завода";3;Обыч.;"ПП-19 Бизон | Ночные операции (Прямо с завода)";D2D2D2;1000
310776595;0;100;105;282;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Песчаная буря (После полевых испытаний)";D2D2D2;750
310776596;0;3355;7;0;"Промышленное качество";"Закаленное в боях";47;Обыч.;"SSG 08 | Тропическая гроза (Закаленное в боях)";D2D2D2;813
310776598;188530139;10800;12;6;"Армейское качество";"Немного поношенное";47;Обыч.;"G3SG1 | Витраж (Немного поношенное)";D2D2D2;384
310776601;0;4000;1;20;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Грунтовая вода (После полевых испытаний";D2D2D2;796
310776612;0;100;86;311;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Хищник (После полевых испытаний)";D2D2D2;710
310776613;0;4000;2;116;Ширпотреб;"Немного поношенное";3;Обыч.;"MP7 | Армейский спецназ (Немного поношенное)";D2D2D2;21
310776620;0;798;6;188;"Промышленное качество";"Немного поношенное";3;Обыч.;"P90 | Ясень (Немного поношенное)";D2D2D2;296
310776621;188530139;39300;7;169;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красный глянец (После полевых испытаний)";D2D2D2;868
310776622;188530139;7938;2;11;"Армейское качество";"После полевых испытаний";47;Обыч.;"SCAR-20 | Кровавая паутина (После полевых испытани";D2D2D2;373
310776629;188530139;9600;3;34;"Армейское качество";"Прямо с завода";19;Обыч.;"P250 | Улей (Прямо с завода)";D2D2D2;599
310776630;188530139;160058;5;71;Тайное;"Немного поношенное";47;Обыч.;"SSG 08 | Кровь в воде (Немного поношенное)";D2D2D2;1250
310776632;0;699;6;104;Ширпотреб;"Немного поношенное";47;Обыч.;"SCAR-20 | Наемник (Немного поношенное)";D2D2D2;119
310776635;188530139;3500;6;33;"Армейское качество";"Прямо с завода";19;Обыч.;"P250 | Ржавая сталь (Прямо с завода)";D2D2D2;468
310776642;0;1925;7;253;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A1-S | Северный лес (Немного поношенное)";D2D2D2;1075
310776645;188530139;8000;1;12;"Армейское качество";"Немного поношенное";47;Обыч.;"G3SG1 | Лазурная зебра (Немного поношенное)";D2D2D2;241
310776648;0;6000;1;11;Ширпотреб;"Немного поношенное";19;Обыч.;"Tec-9 | Смерч (Немного поношенное)";D2D2D2;697
310776650;0;3900;4;50;"Армейское качество";"Прямо с завода";49;Обыч.;"Sawed-Off | Янтарный градиент (Прямо с завода)";D2D2D2;233
310776654;188530139;17000;2;119;"Армейское качество";"Прямо с завода";17;Обыч.;"M4A1-S | Кровавый тигр (Прямо с завода)";D2D2D2;824
310776658;188530139;38899;3;264;Запрещенное;"Прямо с завода";19;Обыч.;"Glock-18 | Татуировка дракона (Прямо с завода)";D2D2D2;956
310776665;0;7275;3;24;Ширпотреб;"Прямо с завода";19;Обыч.;"Five-SeveN | Анодированный металл (Прямо с завода)";D2D2D2;1000
310776668;0;100;30;782;Ширпотреб;"После полевых испытаний";3;Обыч.;"MP7 | Армейский спецназ (После полевых испытаний)";D2D2D2;420
310776670;302028390;4558;2;73;"Армейское качество";"После полевых испытаний";49;Обыч.;"Sawed-Off | Янтарный градиент (После полевых испытаний)";D2D2D2;104
310776672;0;100;327;252;Ширпотреб;"После полевых испытаний";47;Обыч.;"SCAR-20 | Песчаная сетка (После полевых испытаний)";D2D2D2;770
310776675;188530144;5400;26;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ Galil AR | Синий титан (Прямо с завода)";CF6A32;1000
310776676;0;5500;3;1;Ширпотреб;"Закаленное в боях";75;Обыч.;"M249 | Пиксельный камуфляж «Джунгли» (Закаленное в";D2D2D2;394
310776681;0;7000;2;1;Ширпотреб;"Закаленное в боях";49;Обыч.;"XM1014 | Джунгли (Закаленное в боях)";D2D2D2;225
310776687;188530139;3500;4;18;"Армейское качество";"Немного поношенное";19;Обыч.;"P250 | Ржавая сталь (Немного поношенное)";D2D2D2;429
310776691;302028390;100;5;72;Ширпотреб;"Немного поношенное";3;Обыч.;"ПП-19 Бизон | Песчаная штриховка (Немного поношенное)";D2D2D2;820
310776693;0;500;4;104;Ширпотреб;"Закаленное в боях";49;Обыч.;"Nova | Песчаные дюны (Закаленное в боях)";D2D2D2;156
310776701;0;4000;3;10;Ширпотреб;"После полевых испытаний";47;Обыч.;"SSG 08 | Лишайниковая штриховка (После полевых исп";D2D2D2;186
310776706;0;7000;1;3;Ширпотреб;"После полевых испытаний";17;Обыч.;"SG 553 | Смерч (После полевых испытаний)";D2D2D2;986
310776710;0;2600;3;2;Ширпотреб;Поношенное;3;Обыч.;"ПП-19 Бизон | Лесные листья (Поношенное)";D2D2D2;419
310776711;0;265;6;91;"Промышленное качество";"Прямо с завода";49;Обыч.;"MAG-7 | Пиксельный камуфляж «Металлический» (Прямо";D2D2D2;755
310776711;302028390;260;6;217;"Промышленное качество";"Прямо с завода";49;Обыч.;"MAG-7 | Пиксельный камуфляж «Металлический» (Прямо с завода)";D2D2D2;988
310776714;0;2197;7;12;Ширпотреб;"После полевых испытаний";17;Обыч.;"Galil AR | Охотничья будка (После полевых испытани";D2D2D2;189
310776717;0;141;21;77;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Полярный камуфляж (После полевых испытаний";D2D2D2;589
310776717;302028390;100;48;552;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Полярный камуфляж (После полевых испытаний)";D2D2D2;700
310776718;0;265;13;318;"Промышленное качество";"Немного поношенное";3;Обыч.;"MAC-10 | Карамельное яблоко (Немного поношенное)";D2D2D2;347
310776726;0;957;44;1741;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;665
310776730;188530139;17092;5;117;Запрещенное;"После полевых испытаний";19;Обыч.;"Five-SeveN | Поверхностная закалка (После полевых ";D2D2D2;1298
310776735;0;3000;3;87;"Армейское качество";"Прямо с завода";19;Обыч.;"Desert Eagle | Городской щебень (Прямо с завода)";D2D2D2;233
310776737;0;4998;5;792;"Армейское качество";"Прямо с завода";47;Обыч.;"SSG 08 | Кислотный градиент (Прямо с завода)";D2D2D2;667
310776743;188530139;11000;2;19;Запрещенное;"Немного поношенное";19;Обыч.;"Dual Berettas | Гемоглобин (Немного поношенное)";D2D2D2;570
310776745;188530139;9900;4;145;Запрещенное;"Немного поношенное";17;Обыч.;"FAMAS | Пульс (Немного поношенное)";D2D2D2;808
310776747;0;3085;1;3;Ширпотреб;"Немного поношенное";3;Обыч.;"MP7 | Грунтовая вода (Немного поношенное)";D2D2D2;779
310776749;188530139;19900;3;50;Запрещенное;"Немного поношенное";19;Обыч.;"P250 | Пятно (Немного поношенное)";D2D2D2;1037
310776751;188530139;4497;7;23;"Армейское качество";"Прямо с завода";47;Обыч.;"G3SG1 | Лазурная зебра (Прямо с завода)";D2D2D2;482
310776753;188530139;2200;47;206;"Армейское качество";"Прямо с завода";17;Обыч.;"Galil AR | Синий титан (Прямо с завода)";D2D2D2;744
310776755;188530139;10156;3;200;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;716
310776765;0;100;12;70;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Городская штриховка (После полевых и";D2D2D2;710
310776765;302028390;100;196;637;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Городская штриховка (После полевых испытаний)";D2D2D2;720
310776767;0;269;11;321;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;1007
310776773;0;343;92;851;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AUG | Осужденный (После полевых испытаний)";D2D2D2;662
310776778;0;177;4;115;Ширпотреб;"Немного поношенное";49;Обыч.;"Nova | Песчаные дюны (Немного поношенное)";D2D2D2;158
310776780;0;4025;2;3;"Промышленное качество";"После полевых испытаний";75;Обыч.;"Negev | Пальма (После полевых испытаний)";D2D2D2;904
310776784;0;100;78;1238;Ширпотреб;"После полевых испытаний";19;Обыч.;"Five-SeveN | Лесная ночь (После полевых испытаний)";D2D2D2;770
310776787;0;2134;4;4;Ширпотреб;"После полевых испытаний";49;Обыч.;"MAG-7 | Песчаные дюны (После полевых испытаний)";D2D2D2;272
310776790;188530139;249998;2;30;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Поверхностная закалка (Немного поношенное)";D2D2D2;925
310776798;0;5300;7;5;"Промышленное качество";"Закаленное в боях";17;Обыч.;"M4A4 | Смерч (Закаленное в боях)";D2D2D2;465
310776804;0;2996;3;19;"Армейское качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Городской щебень (После полевых исп";D2D2D2;164
310776804;302028390;2424;6;144;"Армейское качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Городской щебень (После полевых испытаний)";D2D2D2;228
310776810;188530139;55500;4;313;Засекреченное;"Прямо с завода";19;Обыч.;"Desert Eagle | Гипнотический (Прямо с завода)";D2D2D2;696
310776816;0;5899;1;7;"Промышленное качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Тропическая гроза (После полевых испытани";D2D2D2;478
310776817;0;4800;4;320;"Армейское качество";"Прямо с завода";19;Обыч.;"Glock-18 | Карамельное яблоко (Прямо с завода)";D2D2D2;739
310776824;0;2198;4;36;Ширпотреб;"После полевых испытаний";19;Обыч.;"Five-SeveN | Наемник (После полевых испытаний)";D2D2D2;283
310776825;0;100;76;1427;Ширпотреб;"После полевых испытаний";19;Обыч.;"Dual Berettas | Наемник (После полевых испытаний)";D2D2D2;730
310776826;0;3026;2;118;Запрещенное;"После полевых испытаний";19;Обыч.;"P2000 | Янтарный градиент (После полевых испытаний";D2D2D2;730
310776826;302028390;2785;6;126;Запрещенное;"После полевых испытаний";19;Обыч.;"P2000 | Янтарный градиент (После полевых испытаний)";D2D2D2;873
310776829;188530139;17270;4;25;Запрещенное;"После полевых испытаний";17;Обыч.;"Galil AR | Пиксельный камуфляж «Ржавчина» (После п";D2D2D2;785
310776834;0;5000;1;4;Ширпотреб;"После полевых испытаний";3;Обыч.;"MP7 | Грунтовая вода (После полевых испытаний)";D2D2D2;218
310776837;0;2400;5;2;Ширпотреб;"После полевых испытаний";49;Обыч.;"XM1014 | Джунгли (После полевых испытаний)";D2D2D2;413
310776840;0;100;82;596;Ширпотреб;"После полевых испытаний";47;Обыч.;"SCAR-20 | Наемник (После полевых испытаний)";D2D2D2;570
310776843;188530139;10175;2;74;Запрещенное;"Немного поношенное";3;Обыч.;"MP9 | Железная роза (Немного поношенное)";D2D2D2;849
310776847;188530139;48150;2;126;Запрещенное;"Немного поношенное";19;Обыч.;"USP-S | Темная вода (Немного поношенное)";D2D2D2;660
310776853;0;5000;1;100;"Армейское качество";"Немного поношенное";17;Обыч.;"FAMAS | Демонтаж (Немного поношенное)";D2D2D2;320
310776856;0;5000;1;2;Ширпотреб;"Немного поношенное";49;Обыч.;"Sawed-Off | Радиоактивная опасность (Немного понош";D2D2D2;571
310776859;0;400;12;159;Ширпотреб;"Закаленное в боях";47;Обыч.;"SSG 08 | Голубая хвоя (Закаленное в боях)";D2D2D2;200
310776866;0;223;6;79;Ширпотреб;"Немного поношенное";17;Обыч.;"AUG | Гроза (Немного поношенное)";D2D2D2;413
310776869;0;2190;1;15;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Радиоактивная опасность (После полев";D2D2D2;434
310776871;188530170;5094;10;11;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ Galil AR | Песчаная буря (Немного поноше";CF6A32;1009
310776874;0;6000;2;2;Ширпотреб;"Закаленное в боях";3;Обыч.;"MP9 | Сезон засухи (Закаленное в боях)";D2D2D2;497
310776880;0;720;86;488;"Промышленное качество";"После полевых испытаний";3;Обыч.;"MP9 | Апельсиновая корка (После полевых испытаний)";D2D2D2;139
310776881;0;2500;1;8;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Лесные листья (После полевых испытаний)";D2D2D2;298
310776883;188530139;5015;4;15;"Армейское качество";"После полевых испытаний";19;Обыч.;"Five-SeveN | Ками (После полевых испытаний)";D2D2D2;446
310776887;0;100;10;70;Ширпотреб;"Закаленное в боях";19;Обыч.;"P250 | Северный лес (Закаленное в боях)";D2D2D2;850
310776888;188530144;9000;2;7;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Знак воды (После полевых и";CF6A32;616
310776893;188530170;12038;1;2;"Армейское качество";"После полевых испытаний";49;StatTrak™;"StatTrak™ MAG-7 | Объемные шестиугольники (После п";CF6A32;723
310776895;0;5999;2;0;Ширпотреб;Поношенное;75;Обыч.;"M249 | Пиксельный камуфляж «Джунгли» (Поношенное)";D2D2D2;183
310776896;0;7500;1;3;Ширпотреб;"Немного поношенное";75;Обыч.;"M249 | Пиксельный камуфляж «Джунгли» (Немного поно";D2D2D2;298
310776903;0;2025;5;5;Ширпотреб;"Немного поношенное";49;Обыч.;"Nova | Грецкий орех (Немного поношенное)";D2D2D2;1032
310776904;0;165;71;1372;Ширпотреб;"После полевых испытаний";17;Обыч.;"FAMAS | Колония (После полевых испытаний)";D2D2D2;485
310776905;0;5621;2;3;Ширпотреб;"После полевых испытаний";3;Обыч.;"UMP-45 | Карамель (После полевых испытаний)";D2D2D2;1272
310776909;0;1300;18;2;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Лесные листья (После полевых испытан";D2D2D2;552
310776911;188530144;7000;2;13;"Армейское качество";"После полевых испытаний";75;StatTrak™;"StatTrak™ M249 | Магма (После полевых испытаний)";CF6A32;320
310776914;0;2200;3;5;Ширпотреб;"После полевых испытаний";49;Обыч.;"Sawed-Off | Радиоактивная опасность (После полевых";D2D2D2;413
310776915;0;6000;1;0;Ширпотреб;"Немного поношенное";3;Обыч.;"MAC-10 | Пиксельный камуфляж «Город» (Немного поно";D2D2D2;791
310776922;0;3006;2;10;Ширпотреб;"После полевых испытаний";49;Обыч.;"XM1014 | Городская перфорация (После полевых испыт";D2D2D2;1146
310776930;0;2728;3;6;Ширпотреб;"Немного поношенное";47;Обыч.;"SSG 08 | Лишайниковая штриховка (Немного поношенно";D2D2D2;1000
310776936;0;3500;2;24;"Промышленное качество";"После полевых испытаний";19;Обыч.;"P250 | Пороховой дым (После полевых испытаний)";D2D2D2;261
310776940;188530170;21400;1;5;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Dual Berettas | Черная лимба (После поле";CF6A32;1000
310776941;0;979;9;5;Ширпотреб;"После полевых испытаний";49;Обыч.;"XM1014 | Цвет луга (После полевых испытаний)";D2D2D2;676
310776946;188530144;5495;20;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ FAMAS | Смертенок (Немного поношенное)";CF6A32;1000
310776948;0;100;89;2916;Ширпотреб;"После полевых испытаний";47;Обыч.;"SSG 08 | Голубая хвоя (После полевых испытаний)";D2D2D2;770
310776953;0;3000;2;8;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Смерч (После полевых испытаний)";D2D2D2;647
310776954;188530139;54500;10;373;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;1163
310776955;0;1699;1;17;Ширпотреб;"После полевых испытаний";19;Обыч.;"Five-SeveN | Джунгли (После полевых испытаний)";D2D2D2;531
310776957;188530139;34000;2;52;Запрещенное;"Немного поношенное";19;Обыч.;"Five-SeveN | Поверхностная закалка (Немного поноше";D2D2D2;1044
310776967;0;146;2;107;Ширпотреб;"Немного поношенное";49;Обыч.;"Nova | Полярная сетка (Немного поношенное)";D2D2D2;390
310776969;0;192;9;87;Ширпотреб;"Немного поношенное";17;Обыч.;"Galil AR | Белое напыление (Немного поношенное)";D2D2D2;464
310776977;188530139;26878;1;295;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Чистая вода (Немного поношенное)";D2D2D2;925
310776980;0;3000;1;5;Ширпотреб;"После полевых испытаний";3;Обыч.;"MAC-10 | Пиксельный камуфляж «Город» (После полевы";D2D2D2;1151
310776983;188530139;15000;1;115;"Армейское качество";"Прямо с завода";19;Обыч.;"Five-SeveN | Ками (Прямо с завода)";D2D2D2;200
310776987;0;138;4;43;Ширпотреб;Поношенное;3;Обыч.;"P90 | Песчаное напыление (Поношенное)";D2D2D2;457
310776989;0;1392;13;58;"Промышленное качество";"Закаленное в боях";19;Обыч.;"P2000 | Мраморный гранит (Закаленное в боях)";D2D2D2;149
310777000;188530139;47400;1;91;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Страж (Прямо с завода)";D2D2D2;1065
310777005;0;7045;2;1;"Промышленное качество";"Немного поношенное";75;Обыч.;"Negev | Пальма (Немного поношенное)";D2D2D2;915
310777007;0;4250;1;92;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Хищник (После полевых испытаний)";D2D2D2;578
310777018;0;4900;2;9;"Промышленное качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Мечты Майя (После полевых испытаний)";D2D2D2;821
310777026;188530139;20000;1;19;"Армейское качество";"Немного поношенное";19;Обыч.;"Five-SeveN | Паслен (Немного поношенное)";D2D2D2;155
310777030;0;3300;5;38;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Тигр в джунглях (После полевых испытаний)";D2D2D2;614
310777035;0;398;181;4151;"Промышленное качество";"После полевых испытаний";19;Обыч.;"USP-S | Лесные листья (После полевых испытаний)";D2D2D2;528
310777036;188530139;218800;1;8;"Армейское качество";"Прямо с завода";3;Обыч.;"ПП-19 Бизон | Знак воды (Прямо с завода)";D2D2D2;10
310777038;0;167;20;137;Ширпотреб;"Закаленное в боях";19;Обыч.;"Dual Berettas | Наемник (Закаленное в боях)";D2D2D2;479
310777045;188530139;7110;2;68;Запрещенное;"Прямо с завода";3;Обыч.;"P90 | Слепое пятно (Прямо с завода)";D2D2D2;1023
310777047;188530139;30290;3;43;Засекреченное;"Прямо с завода";3;Обыч.;"P90 | Хладнокровный (Прямо с завода)";D2D2D2;1150
310777050;0;7999;2;0;"Промышленное качество";"Закаленное в боях";47;Обыч.;"SSG 08 | Мечты Майя (Закаленное в боях)";D2D2D2;602
310777064;0;40000;1;4;"Промышленное качество";"Прямо с завода";3;Обыч.;"ПП-19 Бизон | Углепластик (Прямо с завода)";D2D2D2;955
310777065;0;221;11;143;Ширпотреб;"Немного поношенное";17;Обыч.;"AUG | Наемник (Немного поношенное)";D2D2D2;376
310777067;188530139;79800;4;67;Засекреченное;"Прямо с завода";47;Обыч.;"AWP | Электрический улей (Прямо с завода)";D2D2D2;1219
310777071;0;2997;2;1;Ширпотреб;"Немного поношенное";49;Обыч.;"MAG-7 | Песчаные дюны (Немного поношенное)";D2D2D2;747
310777078;188530139;26340;3;370;Тайное;"После полевых испытаний";49;Обыч.;"Sawed-Off | Кракен (После полевых испытаний)";D2D2D2;842
310777080;188530139;51100;2;52;Тайное;"Прямо с завода";17;Обыч.;"M4A4 | Рентген (Прямо с завода)";D2D2D2;1013
310777085;0;696;23;136;"Промышленное качество";"Немного поношенное";17;Обыч.;"Galil AR | Смешанный камуфляж (Немного поношенное)";D2D2D2;369
310777088;0;4994;1;4;"Промышленное качество";"После полевых испытаний";75;Обыч.;"M249 | Мраморный буран (После полевых испытаний)";D2D2D2;1111
310777092;0;4499;3;4;"Промышленное качество";"После полевых испытаний";47;Обыч.;"G3SG1 | Арктический камуфляж (После полевых испыта";D2D2D2;930
310777098;188530139;21991;3;26;Запрещенное;"Закаленное в боях";19;Обыч.;"Five-SeveN | Поверхностная закалка (Закаленное в б";D2D2D2;893
310777099;0;1598;8;13;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Грецкий орех (После полевых испытаний)";D2D2D2;308
310777105;0;392;39;547;Ширпотреб;"После полевых испытаний";17;Обыч.;"AUG | Гроза (После полевых испытаний)";D2D2D2;209
310777109;0;39628;1;20;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Черный глянец (Немного поношенное)";D2D2D2;1100
310777116;0;2500;3;7;Ширпотреб;"Немного поношенное";19;Обыч.;"Five-SeveN | Наемник (Немного поношенное)";D2D2D2;752
310777118;0;100;158;532;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Армейская сетка (После полевых испытаний)";D2D2D2;580
310777121;188530139;42900;3;150;Засекреченное;"Немного поношенное";17;Обыч.;"M4A1-S | Страж (Немного поношенное)";D2D2D2;975
310777124;0;4490;2;5;"Промышленное качество";"После полевых испытаний";75;Обыч.;"Negev | Калифорнийский камуфляж (После полевых исп";D2D2D2;683
310777133;0;223;6;142;Ширпотреб;Поношенное;19;Обыч.;"Dual Berettas | Наемник (Поношенное)";D2D2D2;372
310777135;0;5000;1;3;Ширпотреб;"Немного поношенное";49;Обыч.;"XM1014 | Городская перфорация (Немного поношенное)";D2D2D2;912
310777137;0;6375;4;13;Запрещенное;Поношенное;19;Обыч.;"Dual Berettas | Подрыв (Поношенное)";D2D2D2;973
310777140;0;9999;3;108;Запрещенное;Поношенное;17;Обыч.;"M4A1-S | Нитро (Поношенное)";D2D2D2;1023
310777142;0;2975;7;10;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Крокодиловая сетка (После полевых испытан";D2D2D2;959
